Subject,Predicate,Object
C4BAB750FDDD433E96B2C6B3B51F0E37,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
C4BAB750FDDD433E96B2C6B3B51F0E37,has_category,E190EC16297AEC9837613F5F6E3A383D
C4BAB750FDDD433E96B2C6B3B51F0E37,has_country,989EEF92F2A525DD896557425EA7C4C7
C4BAB750FDDD433E96B2C6B3B51F0E37,has_title,3BC3E698E052ED76F1AE560F0DD8AD3B 30A7DAAF928071F7E6C70A83F50964E3 57466AD7A4F7B61E5BA5F96A55E9AE29
5D9A7D517C014318A7825E1C3EED5523,has_title,AEFEF011647A382FB47F49B38FD677C9 B74C3DFF98056886C81A494DEFF81426 30A7DAAF928071F7E6C70A83F50964E3 57466AD7A4F7B61E5BA5F96A55E9AE29
DEE3FA96FB49C0881B68C85171146C7E,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
DEE3FA96FB49C0881B68C85171146C7E,has_category,E190EC16297AEC9837613F5F6E3A383D
DEE3FA96FB49C0881B68C85171146C7E,has_country,989EEF92F2A525DD896557425EA7C4C7
DEE3FA96FB49C0881B68C85171146C7E,has_title,F1D39B6E2EE96D8CC41958C1F7431D8B CD58F43CA96C5E0DDB03BED4F85F9311 30A7DAAF928071F7E6C70A83F50964E3 57466AD7A4F7B61E5BA5F96A55E9AE29
7C676034D8C529E043473700D992EC02,has_title,30A7DAAF928071F7E6C70A83F50964E3 57466AD7A4F7B61E5BA5F96A55E9AE29
A16EAB56C2DD902274FF6571286F1AFC,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
A16EAB56C2DD902274FF6571286F1AFC,has_category,E190EC16297AEC9837613F5F6E3A383D
A16EAB56C2DD902274FF6571286F1AFC,has_country,989EEF92F2A525DD896557425EA7C4C7
A16EAB56C2DD902274FF6571286F1AFC,has_title,B1B6A2784E08510F25A81913B4C086AB AB45C1C8F7A174567C67CDDBCFDFFDBD 30A7DAAF928071F7E6C70A83F50964E3 57466AD7A4F7B61E5BA5F96A55E9AE29
575FE62286EB18B023E587FAFEEC70B3,has_title,4F8DCB0DA1EF563607A600C2633E00E0 25576A82335EA485A00E3FCBF26656F3 D9285967248ABA7E6EF2FA87D511BE47 57466AD7A4F7B61E5BA5F96A55E9AE29
976E593143B7B0620DF89E4F8463EB71,has_title,30A7DAAF928071F7E6C70A83F50964E3 57466AD7A4F7B61E5BA5F96A55E9AE29
BFFA01806B49208428CC98829DF52667,has_title,4F8DCB0DA1EF563607A600C2633E00E0 31B46E1E5B9000D7D00915FA6A65A8E1 83242A40476B469F110E2EB4BAD86BA2 D9285967248ABA7E6EF2FA87D511BE47 57466AD7A4F7B61E5BA5F96A55E9AE29
E532417BFC859E31FFEBA039F7515435,has_product_price,64.35
E532417BFC859E31FFEBA039F7515435,has_title,7F682582DB73DA073DAEE558958CB261 6A4BD28C00D7065DA43BA74623AFD3CC 30A7DAAF928071F7E6C70A83F50964E3 57466AD7A4F7B61E5BA5F96A55E9AE29
7989A5144309D64491ECB80D98E94616,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
7989A5144309D64491ECB80D98E94616,has_category,E190EC16297AEC9837613F5F6E3A383D
7989A5144309D64491ECB80D98E94616,has_country,989EEF92F2A525DD896557425EA7C4C7
7989A5144309D64491ECB80D98E94616,has_title,F4EA758A35C47DFB3FE2288F99870860 0091676BB266AB4DD34A427C54FE5186 49662D783AAB43328076C06B9A051670 57466AD7A4F7B61E5BA5F96A55E9AE29
9F0556E33A0B1B33C7B48BEFCA841724,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
9F0556E33A0B1B33C7B48BEFCA841724,has_category,E190EC16297AEC9837613F5F6E3A383D
9F0556E33A0B1B33C7B48BEFCA841724,has_country,989EEF92F2A525DD896557425EA7C4C7
9F0556E33A0B1B33C7B48BEFCA841724,has_title,8C95AA49C8E73BF111A922B9D3AA46DC 30A7DAAF928071F7E6C70A83F50964E3 57466AD7A4F7B61E5BA5F96A55E9AE29
4E02DB8E8DFFE4B2AE02D5C466BD2CCE,has_product_price,25.99
4E02DB8E8DFFE4B2AE02D5C466BD2CCE,has_title,30A7DAAF928071F7E6C70A83F50964E3 57466AD7A4F7B61E5BA5F96A55E9AE29
426D2BC20ABEBBC79580E984B679D817,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
426D2BC20ABEBBC79580E984B679D817,has_category,10945E252A33A6E99790273CA8BB1B6C
426D2BC20ABEBBC79580E984B679D817,has_country,989EEF92F2A525DD896557425EA7C4C7
426D2BC20ABEBBC79580E984B679D817,has_title,4F8DCB0DA1EF563607A600C2633E00E0 31B46E1E5B9000D7D00915FA6A65A8E1 83242A40476B469F110E2EB4BAD86BA2 D9285967248ABA7E6EF2FA87D511BE47 57466AD7A4F7B61E5BA5F96A55E9AE29
1F991CDF9FF846DB44AF2C3D6AC588DF,has_title,4F8DCB0DA1EF563607A600C2633E00E0 048D052E994D98F7590CB996AE730DBB 57466AD7A4F7B61E5BA5F96A55E9AE29
2AA1B70E93170BD4F01EFE40A7D4F0BB,has_title,04D27B09761E929D47A95A5506F37DBE 30A7DAAF928071F7E6C70A83F50964E3 57466AD7A4F7B61E5BA5F96A55E9AE29
08A7BD50A955B46E3BB62780B762ABEC,has_title,889E653F3A8FA7FB13916C959D96FA3E 30A7DAAF928071F7E6C70A83F50964E3 57466AD7A4F7B61E5BA5F96A55E9AE29
DEE3FA96FB49C0881B68C85171146C7E,has_product_price,23.17
7BDDB9293DFD0781A2EDAA60FE8B9509,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
7BDDB9293DFD0781A2EDAA60FE8B9509,has_category,E190EC16297AEC9837613F5F6E3A383D
7BDDB9293DFD0781A2EDAA60FE8B9509,has_country,989EEF92F2A525DD896557425EA7C4C7
7BDDB9293DFD0781A2EDAA60FE8B9509,has_title,9EBC9598EC9B33DD3D221CE38D8A4D60 30A7DAAF928071F7E6C70A83F50964E3 57466AD7A4F7B61E5BA5F96A55E9AE29
91F84E6BA2F76EC347E73E437E6D040A,has_title,45DE2E11CAEC6BD743026E2AC0D103C7 30A7DAAF928071F7E6C70A83F50964E3 57466AD7A4F7B61E5BA5F96A55E9AE29
97071E1FF2EF97149B682B5615593775,has_brand,57466AD7A4F7B61E5BA5F96A55E9AE29
97071E1FF2EF97149B682B5615593775,has_category,D1EBB39B47A60634DE391394361CD4F1
97071E1FF2EF97149B682B5615593775,has_country,989EEF92F2A525DD896557425EA7C4C7
97071E1FF2EF97149B682B5615593775,has_title,8E5294F2D84ADEF468E2B1A789DF9142 93B81C141F49A9CAF45883C6665E0286
7BBAE75F4FFF35A5A401824EEB250D44,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
7BBAE75F4FFF35A5A401824EEB250D44,has_category,10945E252A33A6E99790273CA8BB1B6C
7BBAE75F4FFF35A5A401824EEB250D44,has_country,989EEF92F2A525DD896557425EA7C4C7
7BBAE75F4FFF35A5A401824EEB250D44,has_title,032B0AFF1FC53386188C2E9D06E07B4E 4F8DCB0DA1EF563607A600C2633E00E0 93B81C141F49A9CAF45883C6665E0286 57466AD7A4F7B61E5BA5F96A55E9AE29
5934C0B1EF4043537C0161170BD81EE6,has_product_price,117.0
5934C0B1EF4043537C0161170BD81EE6,has_title,88D1467BD39F3DB982FFAE7AAB18AC09 57466AD7A4F7B61E5BA5F96A55E9AE29
78B04093E55F1A2BC97037379FCD0C39,has_title,70B85C611A4CB49A33C98FFB321FE0F9 DB2349C6A3E55E83420ADD5D2BACD94A EBADEF6E3CAA70368C28C297EE63C018 30A7DAAF928071F7E6C70A83F50964E3 57466AD7A4F7B61E5BA5F96A55E9AE29
7660C3252CD62182277CFDF3478AA1DE,has_title,F6EB91CA72F0F836630708CFF70B090B 30A7DAAF928071F7E6C70A83F50964E3 57466AD7A4F7B61E5BA5F96A55E9AE29
1E921D89BD203E2EA7937E067C2A053D,has_title,048D052E994D98F7590CB996AE730DBB 30A7DAAF928071F7E6C70A83F50964E3 57466AD7A4F7B61E5BA5F96A55E9AE29
A6CECC85CC9B4BE1789B8A1C479742B6,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
A6CECC85CC9B4BE1789B8A1C479742B6,has_category,E190EC16297AEC9837613F5F6E3A383D
A6CECC85CC9B4BE1789B8A1C479742B6,has_country,989EEF92F2A525DD896557425EA7C4C7
A6CECC85CC9B4BE1789B8A1C479742B6,has_title,B3DA89661431821F6FA2DC67C7D5F924 30A7DAAF928071F7E6C70A83F50964E3
07CD085430544EEBD11FE3116267D2DD,has_product_price,29.9
1E6EBD29FE52CDDFB9A905CF54EA6200,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
1E6EBD29FE52CDDFB9A905CF54EA6200,has_category,E190EC16297AEC9837613F5F6E3A383D
1E6EBD29FE52CDDFB9A905CF54EA6200,has_country,989EEF92F2A525DD896557425EA7C4C7
1E6EBD29FE52CDDFB9A905CF54EA6200,has_title,30A7DAAF928071F7E6C70A83F50964E3 62B5FB10F359BE93312B706074A75B29 2596415DEFA51BA974C68691DC04CE72
EEFA327BC276C0EF7F76756C59DF468F,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
EEFA327BC276C0EF7F76756C59DF468F,has_category,E190EC16297AEC9837613F5F6E3A383D
EEFA327BC276C0EF7F76756C59DF468F,has_country,989EEF92F2A525DD896557425EA7C4C7
EEFA327BC276C0EF7F76756C59DF468F,has_title,9D5E280932B09ADE6D2ED30978AF2B19 6231DDE7D9085FA7AED9967DAA34CAEA
882EF1CFA3DEC24521FEB9E05CF93320,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
882EF1CFA3DEC24521FEB9E05CF93320,has_category,E190EC16297AEC9837613F5F6E3A383D
882EF1CFA3DEC24521FEB9E05CF93320,has_country,989EEF92F2A525DD896557425EA7C4C7
882EF1CFA3DEC24521FEB9E05CF93320,has_title,F3CF844C5B03E662F2E28C79D5FE31DB 30A7DAAF928071F7E6C70A83F50964E3
859085048C1830BD7FF7E32DF6DFD412,has_product_price,40.7915
859085048C1830BD7FF7E32DF6DFD412,has_brand,57466AD7A4F7B61E5BA5F96A55E9AE29
859085048C1830BD7FF7E32DF6DFD412,has_category,E190EC16297AEC9837613F5F6E3A383D
859085048C1830BD7FF7E32DF6DFD412,has_country,989EEF92F2A525DD896557425EA7C4C7
859085048C1830BD7FF7E32DF6DFD412,has_title,B511DC6C5FC89C0075F73B95F5CC2002 30A7DAAF928071F7E6C70A83F50964E3
9F0556E33A0B1B33C7B48BEFCA841724,has_title,8C95AA49C8E73BF111A922B9D3AA46DC 30A7DAAF928071F7E6C70A83F50964E3
119D3DFD68B90FE7B655637E991A6414,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
119D3DFD68B90FE7B655637E991A6414,has_category,E190EC16297AEC9837613F5F6E3A383D
119D3DFD68B90FE7B655637E991A6414,has_country,989EEF92F2A525DD896557425EA7C4C7
119D3DFD68B90FE7B655637E991A6414,has_title,30A7DAAF928071F7E6C70A83F50964E3
B0E4C44C53C3CDAE602CCD0146A32E14,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
B0E4C44C53C3CDAE602CCD0146A32E14,has_category,E190EC16297AEC9837613F5F6E3A383D
B0E4C44C53C3CDAE602CCD0146A32E14,has_country,989EEF92F2A525DD896557425EA7C4C7
B0E4C44C53C3CDAE602CCD0146A32E14,has_title,5ECC449C43659509BFAD5609FE039D48 30A7DAAF928071F7E6C70A83F50964E3 93B81C141F49A9CAF45883C6665E0286
347F606F500FD53DC95D647C08C14E1A,has_product_price,41.94
917E2F2DA5EEEC4B3E7062E1C6A277A0,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
917E2F2DA5EEEC4B3E7062E1C6A277A0,has_category,E190EC16297AEC9837613F5F6E3A383D
917E2F2DA5EEEC4B3E7062E1C6A277A0,has_country,989EEF92F2A525DD896557425EA7C4C7
917E2F2DA5EEEC4B3E7062E1C6A277A0,has_title,DAE3C84C35CF9F9F0E4B2C1A689D009E 30A7DAAF928071F7E6C70A83F50964E3
D6EFC845242BEB9FD3F6DB47DD9E2DB6,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
D6EFC845242BEB9FD3F6DB47DD9E2DB6,has_category,E190EC16297AEC9837613F5F6E3A383D
D6EFC845242BEB9FD3F6DB47DD9E2DB6,has_country,989EEF92F2A525DD896557425EA7C4C7
D6EFC845242BEB9FD3F6DB47DD9E2DB6,has_title,8B5FC948450A2FFCB99D3B2E7E9AAD7C 30A7DAAF928071F7E6C70A83F50964E3 93B81C141F49A9CAF45883C6665E0286
2AA1B70E93170BD4F01EFE40A7D4F0BB,has_product_price,36.828
D6100D15C14C179971032314C2A3C4A8,has_product_price,57.99
D6100D15C14C179971032314C2A3C4A8,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
D6100D15C14C179971032314C2A3C4A8,has_category,E190EC16297AEC9837613F5F6E3A383D
D6100D15C14C179971032314C2A3C4A8,has_country,989EEF92F2A525DD896557425EA7C4C7
D6100D15C14C179971032314C2A3C4A8,has_title,B05123DA1AAD11777A8C403BE25EEEB4 7EC38208F12DA1BACC0F06D362DBFEBA 30A7DAAF928071F7E6C70A83F50964E3
E187DB4412C07B2F14D6F46557DF2BE6,has_product_price,54.45
9E772DB31D71518AF6660FE7DCF887F3,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
9E772DB31D71518AF6660FE7DCF887F3,has_category,E190EC16297AEC9837613F5F6E3A383D
9E772DB31D71518AF6660FE7DCF887F3,has_country,989EEF92F2A525DD896557425EA7C4C7
9E772DB31D71518AF6660FE7DCF887F3,has_title,8A2F0667A5A63F42E2EE05A38DC02E29 30A7DAAF928071F7E6C70A83F50964E3 93B81C141F49A9CAF45883C6665E0286
16F37C22223D6929E831492BB7A2E2EA,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
16F37C22223D6929E831492BB7A2E2EA,has_category,E190EC16297AEC9837613F5F6E3A383D
16F37C22223D6929E831492BB7A2E2EA,has_country,989EEF92F2A525DD896557425EA7C4C7
16F37C22223D6929E831492BB7A2E2EA,has_title,1F54DE9E3AC9E4850D32372B94DCF094 D7FA7B1DE62A6E862D00A40DF05C2C6D 30A7DAAF928071F7E6C70A83F50964E3
83F6DC475AAAC1B4652DA61F5D595FF3,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
83F6DC475AAAC1B4652DA61F5D595FF3,has_category,E190EC16297AEC9837613F5F6E3A383D
83F6DC475AAAC1B4652DA61F5D595FF3,has_country,989EEF92F2A525DD896557425EA7C4C7
83F6DC475AAAC1B4652DA61F5D595FF3,has_title,30A7DAAF928071F7E6C70A83F50964E3
E14F197CA429D3C6B787A4EAFF481ACE,has_product_price,53.99100000000001
64FBC5F434AFEA57FF03F9404BAC9967,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
64FBC5F434AFEA57FF03F9404BAC9967,has_category,E190EC16297AEC9837613F5F6E3A383D
64FBC5F434AFEA57FF03F9404BAC9967,has_country,989EEF92F2A525DD896557425EA7C4C7
64FBC5F434AFEA57FF03F9404BAC9967,has_title,8BB595116772598B129AA30EF9871231 30A7DAAF928071F7E6C70A83F50964E3 93B81C141F49A9CAF45883C6665E0286
DBF7AC8924817FFE4C44F8F99F9AED71,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
DBF7AC8924817FFE4C44F8F99F9AED71,has_category,E190EC16297AEC9837613F5F6E3A383D
DBF7AC8924817FFE4C44F8F99F9AED71,has_country,989EEF92F2A525DD896557425EA7C4C7
DBF7AC8924817FFE4C44F8F99F9AED71,has_title,2514C0DB608CEDA994184517320CCF9C 30A7DAAF928071F7E6C70A83F50964E3
559A79BFF84E5360BE7944DBD88EA81B,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
559A79BFF84E5360BE7944DBD88EA81B,has_category,E190EC16297AEC9837613F5F6E3A383D
559A79BFF84E5360BE7944DBD88EA81B,has_country,989EEF92F2A525DD896557425EA7C4C7
559A79BFF84E5360BE7944DBD88EA81B,has_title,C40846F850AE43E7FFB54718EBE57BF8 30A7DAAF928071F7E6C70A83F50964E3
EC8D541D3B75FF6136264B280AA00F19,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
EC8D541D3B75FF6136264B280AA00F19,has_category,E190EC16297AEC9837613F5F6E3A383D
EC8D541D3B75FF6136264B280AA00F19,has_country,989EEF92F2A525DD896557425EA7C4C7
EC8D541D3B75FF6136264B280AA00F19,has_title,3BC3E698E052ED76F1AE560F0DD8AD3B 30A7DAAF928071F7E6C70A83F50964E3
DB2EDECC2D9DC143E83CB6BF73251AB3,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
DB2EDECC2D9DC143E83CB6BF73251AB3,has_category,E190EC16297AEC9837613F5F6E3A383D
DB2EDECC2D9DC143E83CB6BF73251AB3,has_country,989EEF92F2A525DD896557425EA7C4C7
DB2EDECC2D9DC143E83CB6BF73251AB3,has_title,9FB0F8C24CDDA9B782B0A6829CE9A546 30A7DAAF928071F7E6C70A83F50964E3
9F0556E33A0B1B33C7B48BEFCA841724,has_product_price,38.5
DF2C412A09464C8DD9C68809E1536BDF,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
DF2C412A09464C8DD9C68809E1536BDF,has_category,E190EC16297AEC9837613F5F6E3A383D
DF2C412A09464C8DD9C68809E1536BDF,has_country,989EEF92F2A525DD896557425EA7C4C7
DF2C412A09464C8DD9C68809E1536BDF,has_title,30A7DAAF928071F7E6C70A83F50964E3 62B5FB10F359BE93312B706074A75B29 2596415DEFA51BA974C68691DC04CE72
2AA1B70E93170BD4F01EFE40A7D4F0BB,has_product_price,44.1047
03EEE8DFC51165830BBFE3FA3EF6071C,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
03EEE8DFC51165830BBFE3FA3EF6071C,has_category,E190EC16297AEC9837613F5F6E3A383D
03EEE8DFC51165830BBFE3FA3EF6071C,has_country,989EEF92F2A525DD896557425EA7C4C7
03EEE8DFC51165830BBFE3FA3EF6071C,has_title,243E7DFB545D7B5E7A952334E52FF078 30A7DAAF928071F7E6C70A83F50964E3
8C6FE046643BD2F2A4046FCB11AA7365,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
8C6FE046643BD2F2A4046FCB11AA7365,has_category,E190EC16297AEC9837613F5F6E3A383D
8C6FE046643BD2F2A4046FCB11AA7365,has_country,989EEF92F2A525DD896557425EA7C4C7
8C6FE046643BD2F2A4046FCB11AA7365,has_title,D692B20529049984F304AAFB1A2D7F88 30A7DAAF928071F7E6C70A83F50964E3
3D97228C55632E2384A078E186619B4A,has_product_price,36.0
5E5E17BD206778B3E1859BCB7FFF0CA4,has_brand,57466AD7A4F7B61E5BA5F96A55E9AE29
5E5E17BD206778B3E1859BCB7FFF0CA4,has_category,E190EC16297AEC9837613F5F6E3A383D
5E5E17BD206778B3E1859BCB7FFF0CA4,has_country,989EEF92F2A525DD896557425EA7C4C7
5E5E17BD206778B3E1859BCB7FFF0CA4,has_title,74692ED5FC656899D21FFD3F39BC7BC7 30A7DAAF928071F7E6C70A83F50964E3 0FA4968E2A1E86237D8C0B569DEE6CDD F16410001575964F03E2FFEA44B1B89B
51A8A8EAC89625BAC2FE491EAD1235EA,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
51A8A8EAC89625BAC2FE491EAD1235EA,has_category,E190EC16297AEC9837613F5F6E3A383D
51A8A8EAC89625BAC2FE491EAD1235EA,has_country,989EEF92F2A525DD896557425EA7C4C7
51A8A8EAC89625BAC2FE491EAD1235EA,has_title,3BC3E698E052ED76F1AE560F0DD8AD3B 30A7DAAF928071F7E6C70A83F50964E3
75252712E6BA28207EF344D1F34A154F,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
75252712E6BA28207EF344D1F34A154F,has_category,E190EC16297AEC9837613F5F6E3A383D
75252712E6BA28207EF344D1F34A154F,has_country,989EEF92F2A525DD896557425EA7C4C7
75252712E6BA28207EF344D1F34A154F,has_title,30A7DAAF928071F7E6C70A83F50964E3
2AA1B70E93170BD4F01EFE40A7D4F0BB,has_product_price,40.92
A38E0A489B0D577648026808C4914C00,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
A38E0A489B0D577648026808C4914C00,has_category,D1EBB39B47A60634DE391394361CD4F1
A38E0A489B0D577648026808C4914C00,has_country,989EEF92F2A525DD896557425EA7C4C7
A38E0A489B0D577648026808C4914C00,has_title,BF95E706755110883F3F7732B7E22BE4 C123A655016D949447D0506934115F02
119D3DFD68B90FE7B655637E991A6414,has_product_price,48.6
3EBD876492516D2762D6C5EC0D8B66C5,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
3EBD876492516D2762D6C5EC0D8B66C5,has_category,E190EC16297AEC9837613F5F6E3A383D
3EBD876492516D2762D6C5EC0D8B66C5,has_country,989EEF92F2A525DD896557425EA7C4C7
3EBD876492516D2762D6C5EC0D8B66C5,has_title,97E4D9C9EC54B2271DC525C9BDA4AA8F 30A7DAAF928071F7E6C70A83F50964E3
53E473EF09B6FC5F46E8884098DC4027,has_product_price,147.99
53E473EF09B6FC5F46E8884098DC4027,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
53E473EF09B6FC5F46E8884098DC4027,has_category,10945E252A33A6E99790273CA8BB1B6C
53E473EF09B6FC5F46E8884098DC4027,has_country,989EEF92F2A525DD896557425EA7C4C7
53E473EF09B6FC5F46E8884098DC4027,has_title,4F8DCB0DA1EF563607A600C2633E00E0 FC8FD00AC0FCE04E356E15B671ACD985 E9BC70F1D0DCB64C65C046519EA839DF
7FACC938563B6CFB0645127B6EF91EBC,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
7FACC938563B6CFB0645127B6EF91EBC,has_category,E190EC16297AEC9837613F5F6E3A383D
7FACC938563B6CFB0645127B6EF91EBC,has_country,989EEF92F2A525DD896557425EA7C4C7
7FACC938563B6CFB0645127B6EF91EBC,has_title,F9D54366B18B7DAADE37D58E9862E865 30A7DAAF928071F7E6C70A83F50964E3
94B8032818BF778F5B7EA9ABC16164FA,has_product_price,33.15
4B2AAC2A68CB8E0E5E40F23CD1B410E8,has_brand,57466AD7A4F7B61E5BA5F96A55E9AE29
4B2AAC2A68CB8E0E5E40F23CD1B410E8,has_category,E190EC16297AEC9837613F5F6E3A383D
4B2AAC2A68CB8E0E5E40F23CD1B410E8,has_country,989EEF92F2A525DD896557425EA7C4C7
4B2AAC2A68CB8E0E5E40F23CD1B410E8,has_title,A97ECE2929A904E185267B132AE2F14E 858FB2BC3E1CA7926FDD763F83B0A8BE 93B81C141F49A9CAF45883C6665E0286
DC271B3E46744B112D564C21DCB5E6B2,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
DC271B3E46744B112D564C21DCB5E6B2,has_category,E190EC16297AEC9837613F5F6E3A383D
DC271B3E46744B112D564C21DCB5E6B2,has_country,989EEF92F2A525DD896557425EA7C4C7
DC271B3E46744B112D564C21DCB5E6B2,has_title,A102E533766E88A7937FA9FCD5A85E6E 30A7DAAF928071F7E6C70A83F50964E3
9DE32F598DBF1A5141870F08A8818702,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
9DE32F598DBF1A5141870F08A8818702,has_category,E190EC16297AEC9837613F5F6E3A383D
9DE32F598DBF1A5141870F08A8818702,has_country,989EEF92F2A525DD896557425EA7C4C7
9DE32F598DBF1A5141870F08A8818702,has_title,70B85C611A4CB49A33C98FFB321FE0F9 DB2349C6A3E55E83420ADD5D2BACD94A EBADEF6E3CAA70368C28C297EE63C018 30A7DAAF928071F7E6C70A83F50964E3
426D2BC20ABEBBC79580E984B679D817,has_title,4F8DCB0DA1EF563607A600C2633E00E0 31B46E1E5B9000D7D00915FA6A65A8E1 83242A40476B469F110E2EB4BAD86BA2 D9285967248ABA7E6EF2FA87D511BE47
67B3001076F754522E27E3DBD0FD2678,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
67B3001076F754522E27E3DBD0FD2678,has_category,E190EC16297AEC9837613F5F6E3A383D
67B3001076F754522E27E3DBD0FD2678,has_country,989EEF92F2A525DD896557425EA7C4C7
67B3001076F754522E27E3DBD0FD2678,has_title,59C371830CF22C9277E4058538A999FF 49662D783AAB43328076C06B9A051670
41AEB2D8EF4FFDB44B6D49D50C470582,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
41AEB2D8EF4FFDB44B6D49D50C470582,has_category,E190EC16297AEC9837613F5F6E3A383D
41AEB2D8EF4FFDB44B6D49D50C470582,has_country,989EEF92F2A525DD896557425EA7C4C7
41AEB2D8EF4FFDB44B6D49D50C470582,has_title,CB7EF7F930FAE8029326400036492AC7 30A7DAAF928071F7E6C70A83F50964E3 93B81C141F49A9CAF45883C6665E0286
E5817CD8A6A21F24B7D7D3557D20923C,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
E5817CD8A6A21F24B7D7D3557D20923C,has_category,E190EC16297AEC9837613F5F6E3A383D
E5817CD8A6A21F24B7D7D3557D20923C,has_country,989EEF92F2A525DD896557425EA7C4C7
E5817CD8A6A21F24B7D7D3557D20923C,has_title,EF39B467818E18F0BE434B2AA07A79C0 7B68514489C2DEF074E7167FC8ADF3CB
DEF6888CD993129805125BBB2E4458C2,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
DEF6888CD993129805125BBB2E4458C2,has_category,E190EC16297AEC9837613F5F6E3A383D
DEF6888CD993129805125BBB2E4458C2,has_country,989EEF92F2A525DD896557425EA7C4C7
DEF6888CD993129805125BBB2E4458C2,has_title,E90CB7B7AE7D26161E3798441667DAA6 30A7DAAF928071F7E6C70A83F50964E3
CD03F959C1664AF2DE1014807F8E060E,has_product_price,46.98
CD03F959C1664AF2DE1014807F8E060E,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
CD03F959C1664AF2DE1014807F8E060E,has_category,E190EC16297AEC9837613F5F6E3A383D
CD03F959C1664AF2DE1014807F8E060E,has_country,989EEF92F2A525DD896557425EA7C4C7
CD03F959C1664AF2DE1014807F8E060E,has_title,5C2CE6E5BD12B396816A3F5718EB0719 30A7DAAF928071F7E6C70A83F50964E3
756573D3197BC67AFCC7F808FBA2A703,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
756573D3197BC67AFCC7F808FBA2A703,has_category,E190EC16297AEC9837613F5F6E3A383D
756573D3197BC67AFCC7F808FBA2A703,has_country,989EEF92F2A525DD896557425EA7C4C7
756573D3197BC67AFCC7F808FBA2A703,has_title,532BDF7BEEB106A76F37D458D35E1AD6 30A7DAAF928071F7E6C70A83F50964E3
AFFA326F20808E107260AD11CF7E2BA6,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
AFFA326F20808E107260AD11CF7E2BA6,has_category,E190EC16297AEC9837613F5F6E3A383D
AFFA326F20808E107260AD11CF7E2BA6,has_country,989EEF92F2A525DD896557425EA7C4C7
AFFA326F20808E107260AD11CF7E2BA6,has_title,529A7CDD1001A7B3EA607381257E5D70 30A7DAAF928071F7E6C70A83F50964E3
8AB1146AA9BE799EC8936EF1473CDCEB,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
8AB1146AA9BE799EC8936EF1473CDCEB,has_category,E190EC16297AEC9837613F5F6E3A383D
8AB1146AA9BE799EC8936EF1473CDCEB,has_country,989EEF92F2A525DD896557425EA7C4C7
8AB1146AA9BE799EC8936EF1473CDCEB,has_title,78F1363B9DC17F0EB946213A1C0D422C 30A7DAAF928071F7E6C70A83F50964E3
859085048C1830BD7FF7E32DF6DFD412,has_product_price,109.9
CB3EA84D87B9DD086DCDFF4882F17F85,has_brand,9E0EAAF455B7E51AE375D9CA77041CE4
CB3EA84D87B9DD086DCDFF4882F17F85,has_category,1A3FA4A26F8CBC82D583A4CA75645AD7
